##FastQC	0.11.2
>>Basic Statistics	pass
#Measure	Value
Filename	chipseq_chunk22.fastq
File type	Conventional base calls
Encoding	Illumina 1.5
Total Sequences	7909
Sequences flagged as poor quality	0
Sequence length	36
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
3	27	0.8304780867280783
3	28	0.25464056776556987
3	29	0.8391810966810809
3	30	0.978663882413862
3	31	1.347980144855157
3	32	1.43072681947681
3	33	0.46734839234840564
3	34	1.4419687257187306
3	35	1.2174592305842467
3	36	1.0628338097088132
4	1	0.9449737530987576
4	2	0.806086991711993
4	3	0.20304732304731488
4	4	0.844354673104661
4	5	0.8004702935953034
4	6	0.6578894485144318
4	7	0.7432626170126184
4	8	0.7651548451548393
4	9	0.9854221472971361
4	10	0.5752600871350992
4	11	0.8962080974580999
4	12	0.9270132182632267
4	13	1.308470140970151
4	14	0.8974575193325194
4	15	0.8964839327339433
4	16	1.0680713268213324
4	17	1.0594856763606515
4	18	0.5265952334702249
4	19	0.9597518453768501
4	20	0.9546432040181898
4	21	0.9467147204647333
4	22	0.8222769129019127
4	23	1.036377465127444
4	24	0.8072613035112894
4	25	0.928141233766226
4	26	0.7375120481370416
4	27	0.9304780867280797
4	28	0.9546405677655727
4	29	1.0106096681096517
4	30	1.2215210252710094
4	31	0.4051230019980139
4	32	0.9878696766196668
4	33	0.8816341066341238
4	34	0.21339729714730282
4	35	1.460316373441394
4	36	0.7199766668516645
5	1	0.5878308959559035
5	2	0.7168012774262777
5	3	0.7387616087615996
5	4	0.6836403873903762
5	5	0.9076131507381575
5	6	0.8186037342287165
5	7	0.9039769027269031
5	8	0.8544405594405546
5	9	1.003279290154282
5	10	0.8252600871350992
5	11	0.8426366688866693
5	12	0.766298932548942
5	13	1.0048987123987203
5	14	0.7903146621896653
5	15	0.5393410755910892
5	16	0.8894998982499018
5	17	1.005914247789221
5	18	0.5444523763273708
5	19	0.9240375596625654
5	20	0.2403574897324745
5	21	0.33957186332187916
5	22	0.35799119861619744
5	23	0.6792346079845899
5	24	0.86083273208272
5	25	0.8388555194805107
5	26	1.1303691909941875
5	27	1.1804780867280797
5	28	0.7046405677655727
5	29	1.1891810966810823
5	30	0.20366388241386346
5	31	1.2979801448551598
5	32	1.3807268194768128
5	33	1.2923483923484085
5	34	1.3919687257187334
5	35	1.567459230584248
5	36	1.7378338097088104
6	1	0.9211642292892392
6	2	0.5918012774262777
6	3	0.8220949420949353
6	4	0.7253070540570405
6	5	0.9909464840714932
6	6	0.6102704008953808
6	7	0.8623102360602388
6	8	0.6461072261072189
6	9	0.12827929015428197
6	10	0.9085934204684349
6	11	0.800970002220005
6	12	0.3079655992156063
6	13	1.213232045732056
6	14	0.7069813288563296
6	15	0.8726744089244249
6	16	0.9728332315832375
6	17	0.7975809144558852
6	18	1.0027857096607065
6	19	0.1740375596625654
6	20	1.0736908230658102
6	21	0.42290519665521487
6	22	0.9413245319495331
6	23	0.3459012746512542
6	24	1.0691660654160557
6	25	1.0471888528138464
6	26	1.2137025243275232
6	27	-0.902855246605256
6	28	0.7879739010989084
6	29	0.9391810966810823
6	30	0.9119972157471992
6	31	1.3813134781884955
6	32	1.4640601528101485
6	33	0.3340150590150728
6	34	1.4753020590520691
6	35	0.9841258972509124
6	36	1.196167143042146
7	1	-0.2758054676804633
7	2	-0.8172896316646288
7	3	-0.3748747548747673
7	4	-1.2140868853368971
7	5	-0.20602321289820935
7	6	-0.4200326294076504
7	7	-0.6982958245458235
7	8	-0.29328671328671874
7	9	-1.1444479825729914
7	10	-0.19746718559217413
7	11	-0.4869087856587839
7	12	-0.31324652199651126
7	13	-0.8019194694194596
7	14	-1.3233217014467016
7	15	-0.8697498334998173
7	16	-2.9514091926591917
7	17	-2.6872675703925992
7	18	-2.7396385327635357
7	19	-3.0077806221556145
7	20	-2.5778243284493456
7	21	-3.0922463184963007
7	22	-3.346554255929256
7	23	-2.5480381192881367
7	24	-3.3096218133718267
7	25	-3.967962662337669
7	26	-2.892358081733086
7	27	-3.2058855496355534
7	28	-3.3635412504162474
7	29	-3.7426370851370976
7	30	-4.239517935767957
7	31	-6.27020167332666
7	32	-4.278364089614094
7	33	-4.3326516076515915
7	34	-5.176213092463087
7	35	-5.818904405779385
7	36	-2.6826207357457363
8	1	0.42116422928923924
8	2	0.758467944092942
8	3	0.6554282754282639
8	4	0.5586403873903762
8	5	0.8242798174048218
8	6	0.27693706756205216
8	7	-0.6376897639397612
8	8	0.6461072261072189
8	9	0.29494595682094626
8	10	-0.25807324619823646
8	11	0.13430333555333362
8	12	0.8079655992156063
8	13	1.0465653790653846
8	14	0.040314662189665285
8	15	-0.12732559107557506
8	16	0.8061665649165661
8	17	-0.2024190855441148
8	18	0.6694523763273708
8	19	0.8407042263292297
8	20	0.2403574897324745
8	21	0.7562385299885435
8	22	0.6079911986161974
8	23	-0.1540987253487458
8	24	0.5691660654160557
8	25	0.5471888528138464
8	26	1.0470358576608518
8	27	1.097144753394744
8	28	-1.2120260989010916
8	29	-0.5608189033189177
8	30	0.7453305490805278
8	31	0.5479801448551598
8	32	-0.03593984718985155
8	33	-2.499318274318256
8	34	0.6419687257187334
8	35	1.317459230584248
8	36	0.5295004763754747
9	1	0.42116422928923924
9	2	0.42513461075961345
9	3	0.4887616087615996
9	4	-0.608026279276288
9	5	0.6576131507381575
9	6	0.44360373422871646
9	7	0.02897690272690312
9	8	-0.35389277389278107
9	9	0.29494595682094626
9	10	0.5752600871350992
9	11	-0.8656966644466664
9	12	-0.6920344007843937
9	13	-15.786767954267948
9	14	-0.7930186711436704
9	15	-0.9606589244089108
9	16	-2.360500101750098
9	17	-2.369085752210779
9	18	-2.9972142903392935
9	19	-2.8259624403374346
9	20	-2.2596425102675255
9	21	-0.07709480334478513
9	22	0.44132453194953314
9	23	0.5125679413179256
9	24	0.5691660654160557
9	25	-0.28614448051948926
9	26	0.5470358576608518
9	27	0.43047808672807975
9	28	0.621307234432237
9	29	0.10584776334774659
9	30	-1.2546694509194722
9	31	0.21464681152182408
9	32	-0.5359398471898515
9	33	0.16734839234840848
9	34	0.6419687257187334
9	35	0.3174592305842481
9	36	0.5295004763754747
10	1	0.33783089595590354
10	2	0.21680127742627775
10	3	0.23876160876159958
10	4	-0.44135961260962375
10	5	-0.21738684926184249
10	6	0.06860373422871646
10	7	-0.3460230972730969
10	8	-0.39555944055944536
10	9	0.37827929015428197
10	10	-0.04973991286490076
10	11	-2.7823633311133307
10	12	-2.733701067451058
10	13	-20.49510128760128
10	14	-2.5846853378103347
10	15	-2.7106589244089108
10	16	-3.235500101750098
10	17	-2.869085752210779
10	18	-3.2055476236726292
10	19	-3.2009624403374346
10	20	-3.8846425102675255
10	21	0.46457186332187916
10	22	0.35799119861619744
10	23	0.3042346079845899
10	24	0.73583273208272
10	25	0.5888555194805107
10	26	0.13036919099418753
10	27	0.18047808672807975
10	28	0.8296405677655727
10	29	-0.060818903318917705
10	30	-0.04633611758613654
10	31	0.2979801448551598
10	32	0.38072681947681275
10	33	0.4173483923484085
10	34	0.14196872571873342
10	35	-0.3075407694157519
10	36	0.9878338097088104
11	1	1.0878308959559035
11	2	1.0918012774262777
11	3	0.9887616087615996
11	4	1.0586403873903762
11	5	1.1576131507381575
11	6	0.9436037342287165
11	7	1.0289769027269031
11	8	0.9794405594405546
11	9	1.128279290154282
11	10	1.0752600871350992
11	11	0.9676366688866693
11	12	1.141298932548942
11	13	1.3798987123987203
11	14	1.0403146621896653
11	15	1.0393410755910892
11	16	1.1394998982499018
11	17	1.130914247789221
11	18	1.1694523763273708
11	19	1.1740375596625654
11	20	-0.2596425102675255
11	21	0.8395718633218792
11	22	1.1079911986161974
11	23	-0.0707653920154101
11	24	0.98583273208272
11	25	0.9638555194805107
11	26	0.6303691909941875
11	27	1.4304780867280797
11	28	1.4546405677655727
11	29	1.4391810966810823
11	30	0.8286638824138635
11	31	0.7979801448551598
11	32	0.38072681947681275
11	33	1.6673483923484085
11	34	1.1419687257187334
11	35	1.317459230584248
11	36	-1.1371661902911896
12	1	0.30211661024161884
12	2	0.37751556314056245
12	3	0.20304732304731488
12	4	0.34435467310466095
12	5	-1.270958277833273
12	6	0.5150323056572859
12	7	-0.2567373829873816
12	8	0.6222977022977005
12	9	0.7711364330114279
12	10	-0.13902562715061606
12	11	0.039065240315238725
12	12	0.5698703611203726
12	13	0.5941844266844356
12	14	0.2546003764753806
12	15	0.11076964701965863
12	16	0.5680713268213324
12	17	0.1309142477892209
12	18	0.45516666204165546
12	19	0.4597518453768501
12	20	0.0975003468753286
12	21	-0.48185670810669023
12	22	-0.17772308709808726
12	23	-0.1779082491582642
12	24	-0.12131012506013406
12	25	-0.07185876623377396
12	26	0.09465490527990283
12	27	0.07333522958522565
12	28	0.4546405677655727
12	29	0.5820382395382282
12	30	0.5786638824138635
12	31	0.7622658591408751
12	32	0.845012533762528
12	33	1.095919820919839
12	34	0.9276830114330181
12	35	1.3888878020128175
12	36	0.7199766668516645
13	1	0.2878308959559064
13	2	0.2918012774262806
13	3	-0.8112383912383976
13	4	-0.44135961260962375
13	5	0.25761315073815894
13	6	0.24360373422871362
13	7	0.6289769027269045
13	8	0.17944055944055748
13	9	-0.07172070984572088
13	10	0.4752600871350978
13	11	0.06763666888667075
13	12	0.04129893254894057
13	13	0.5798987123987231
13	14	0.44031466218966386
13	15	0.13934107559109066
13	16	0.3394998982499047
13	17	0.6309142477892209
13	18	0.5694523763273693
13	19	0.37403755966256824
13	20	0.6403574897324731
13	21	-0.11042813667812368
13	22	0.8079911986162003
13	23	0.8792346079845927
13	24	0.9358327320827229
13	25	-0.28614448051948926
13	26	0.5803691909941904
13	27	0.7304780867280769
13	28	0.8546405677655713
13	29	0.6391810966810851
13	30	0.7786638824138663
13	31	0.9479801448551584
13	32	1.3307268194768156
13	33	0.2673483923484099
13	34	-1.1580312742812637
13	35	-0.18254076941575192
13	36	0.6628338097088076
14	1	1.0878308959559035
14	2	0.9668012774262777
14	3	0.7387616087615996
14	4	0.9336403873903762
14	5	1.0326131507381575
14	6	0.9436037342287165
14	7	0.5289769027269031
14	8	0.6044405594405546
14	9	0.0032792901542819664
14	10	0.9502600871350992
14	11	0.9676366688866693
14	12	1.141298932548942
14	13	1.2548987123987203
14	14	1.0403146621896653
14	15	1.0393410755910892
14	16	1.0144998982499018
14	17	0.6309142477892209
14	18	0.5444523763273708
14	19	0.7990375596625654
14	20	1.2403574897324745
14	21	0.5895718633218792
14	22	0.9829911986161974
14	23	1.05423460798459
14	24	0.86083273208272
14	25	1.0888555194805107
14	26	1.3803691909941875
14	27	0.8054780867280797
14	28	1.0796405677655727
14	29	1.3141810966810823
14	30	1.0786638824138635
14	31	1.0479801448551598
14	32	1.3807268194768128
14	33	1.5423483923484085
14	34	1.1419687257187334
14	35	1.442459230584248
14	36	1.4878338097088104
15	1	-0.8010579929329822
15	2	-0.3526431670181651
15	3	0.210983830983821
15	4	-0.05247072372073802
15	5	0.046502039627043246
15	6	0.05471484533983073
15	7	-0.7488008750508754
15	8	-0.5761149961150025
15	9	-0.5383873765123823
15	10	0.1863711982462135
15	11	0.18985889110889076
15	12	0.030187821437827722
15	13	-0.06454573204572256
15	14	-0.18190756003255615
15	15	-0.07177003552002503
15	16	0.36172212047212327
15	17	0.24202535890033516
15	18	-0.6083254014504078
15	19	-0.1592957736707703
15	20	0.12924637862136024
15	21	-1.7993170255670066
15	22	-1.6697865791615811
15	23	-2.265209836459853
15	24	-1.0975006012506157
15	25	-2.0083667027417107
15	26	-0.6196308090058125
15	27	-1.7917441354941417
15	28	-0.10091498778998442
15	29	-0.3385966810966963
15	30	-1.3102250064750223
15	31	-1.2297976329226188
15	32	-1.1470509583009658
15	33	-1.11042938542937
15	34	-2.3580312742812666
15	35	-1.0714296583046377
15	36	-0.359388412513411
17	1	1.0878308959559035
17	2	0.9251346107596135
17	3	0.8220949420949353
17	4	1.0586403873903762
17	5	1.1576131507381575
17	6	0.9436037342287165
17	7	0.8623102360602388
17	8	0.9794405594405546
17	9	1.128279290154282
17	10	1.0752600871350992
17	11	0.9676366688866693
17	12	0.8079655992156063
17	13	0.8798987123987203
17	14	1.0403146621896653
17	15	0.8726744089244249
17	16	1.1394998982499018
17	17	1.130914247789221
17	18	1.1694523763273708
17	19	1.1740375596625654
17	20	1.2403574897324745
17	21	0.42290519665521487
17	22	1.1079911986161974
17	23	1.17923460798459
17	24	1.23583273208272
17	25	1.2138555194805107
17	26	1.2137025243275232
17	27	1.4304780867280797
17	28	1.4546405677655727
17	29	1.1058477633477466
17	30	0.24533054908052776
17	31	1.214646811521824
17	32	1.6307268194768128
17	33	1.3340150590150728
17	34	0.6419687257187334
17	35	1.6507925639175838
17	36	1.0295004763754747
16	1	0.5878308959559035
16	2	0.8418012774262777
16	3	-0.011238391238400425
16	4	0.8086403873903762
16	5	0.9076131507381575
16	6	0.6936037342287165
16	7	0.5289769027269031
16	8	0.7294405594405546
16	9	0.878279290154282
16	10	0.5752600871350992
16	11	0.7176366688866693
16	12	0.891298932548942
16	13	1.1298987123987203
16	14	0.7903146621896653
16	15	0.28934107559108924
16	16	0.8894998982499018
16	17	0.8809142477892209
16	18	-0.08054762367262924
16	19	-0.0759624403374346
16	20	0.4903574897324745
16	21	-0.41042813667812084
16	22	0.35799119861619744
16	23	0.4292346079845899
16	24	0.48583273208272004
16	25	0.46385551948051074
16	26	-0.8696308090058125
16	27	0.9304780867280797
16	28	0.9546405677655727
16	29	0.9391810966810823
16	30	1.0786638824138635
16	31	1.0479801448551598
16	32	1.1307268194768128
16	33	0.9173483923484085
16	34	-0.10803127428126658
16	35	0.3174592305842481
16	36	-1.1371661902911896
19	1	0.8656086737336821
19	2	0.8695790552040563
19	3	0.7665393865393781
19	4	0.8364181651681548
19	5	0.9353909285159361
19	6	0.6102704008953808
19	7	0.8067546805046817
19	8	0.20166278166277607
19	9	0.5727237345987248
19	10	0.07526008713509924
19	11	0.7454144466644479
19	12	0.9190767103267206
19	13	1.1576764901764989
19	14	0.7069813288563296
19	15	0.8171188533688678
19	16	0.8061665649165661
19	17	0.24202535890033516
19	18	-0.052769845894850675
19	19	0.1740375596625654
19	20	0.3514686008435888
19	21	0.6451274188774363
19	22	0.6635467541717546
19	23	0.734790163540147
19	24	1.0136105098604986
19	25	0.6582999639249536
19	26	1.0470358576608518
19	27	0.43047808672807975
19	28	0.6768627899877941
19	29	0.772514430014418
19	30	0.6897749935249777
19	31	1.103535700410717
19	32	1.1862823750323699
19	33	1.1117928367928513
19	34	0.5308576146076192
19	35	-0.2936518805268662
19	36	0.9739449208199247
18	1	0.9449737530987576
18	2	0.806086991711993
18	3	0.8459044659044537
18	4	0.7729261016760915
18	5	1.0147560078810116
18	6	0.8007465913715706
18	7	0.8861197598697572
18	8	0.8365834165834087
18	9	0.9854221472971361
18	10	0.36097437284938394
18	11	0.8247795260295234
18	12	0.9984417896917961
18	13	0.8084701409701509
18	14	0.8974575193325194
18	15	0.8964839327339433
18	16	0.7109284696784712
18	17	0.988057104932075
18	18	1.0265952334702249
18	19	0.8883232739482807
18	20	0.9546432040181898
18	21	0.9467147204647333
18	22	0.9651340557590515
18	23	1.036377465127444
18	24	0.8072613035112894
18	25	1.0709983766233648
18	26	1.0946549052799028
18	27	1.2876209438709338
18	28	1.3117834249084268
18	29	1.0106096681096517
18	30	1.4358067395567176
18	31	1.4051230019980139
18	32	1.4878696766196668
18	33	1.2387769637769779
18	34	0.4991115828615875
18	35	1.5317449448699634
18	36	1.148548095423095
21	1	0.4514672595922704
21	2	0.4554376410626446
21	3	0.26148888148887295
21	4	0.4222767510267431
21	5	0.5212495143745244
21	6	-0.3291235384985569
21	7	-0.60738673363673
21	8	-2.0205594405594454
21	9	-0.3262661643911713
21	10	-0.19746718559217413
21	11	-2.5778178765678774
21	12	-0.858701067451058
21	13	-0.8019194694194596
21	14	-1.6869580650830613
21	15	-1.0515680153180043
21	16	-1.405954647204645
21	17	-1.1418130249380525
21	18	-1.4669112600362624
21	19	-1.2805078948828879
21	20	-1.7596425102675255
21	21	-1.4558826821326676
21	22	-0.6192815286565292
21	23	-0.45712902837904323
21	24	0.05401455026454016
21	25	-0.14978084415585613
21	26	0.5621873728123674
21	27	-0.114976458726467
21	28	-0.4544503413253338
21	29	-0.7426370851370976
21	30	0.3968457005956836
21	31	-0.7247471278721136
21	32	-0.6420004532504606
21	33	-2.3326516076515915
21	34	-1.0853040015539932
21	35	-0.3643589512339318
21	36	0.31737926425426366
20	1	0.42116422928923924
20	2	0.25846794409294205
20	3	0.6554282754282639
20	4	0.5586403873903762
20	5	0.8242798174048218
20	6	0.44360373422871646
20	7	1.0289769027269031
20	8	0.8127738927738903
20	9	0.9616126234876177
20	10	0.9085934204684349
20	11	0.9676366688866693
20	12	1.141298932548942
20	13	1.3798987123987203
20	14	0.873647995523001
20	15	1.0393410755910892
20	16	0.9728332315832375
20	17	0.9642475811225566
20	18	1.1694523763273708
20	19	1.1740375596625654
20	20	1.0736908230658102
20	21	1.0895718633218792
20	22	0.44132453194953314
20	23	1.17923460798459
20	24	1.23583273208272
20	25	1.0471888528138464
20	26	1.0470358576608518
20	27	1.097144753394744
20	28	1.2879739010989084
20	29	1.1058477633477466
20	30	0.24533054908052776
20	31	0.7146468115218241
20	32	0.6307268194768128
20	33	1.1673483923484085
20	34	0.8086353923853977
20	35	1.4841258972509124
20	36	1.196167143042146
23	1	0.8878308959559007
23	2	0.8918012774262749
23	3	0.7887616087615967
23	4	0.8586403873903734
23	5	0.35761315073816036
23	6	0.7436037342287136
23	7	0.8289769027269003
23	8	0.5794405594405561
23	9	0.9282792901542791
23	10	0.8752600871350964
23	11	-0.03236333111333067
23	12	0.5412989325489406
23	13	0.17989871239871746
23	14	0.6403146621896667
23	15	0.4393410755910878
23	16	0.5394998982499004
23	17	0.7309142477892223
23	18	0.9694523763273679
23	19	0.9740375596625626
23	20	0.6403574897324731
23	21	0.8895718633218763
23	22	0.9079911986161946
23	23	0.9792346079845871
23	24	0.6358327320827186
23	25	0.8138555194805122
23	26	0.980369190994189
23	27	1.230478086728077
23	28	1.0546405677655741
23	29	0.6391810966810851
23	30	0.17866388241386488
23	31	0.9479801448551584
23	32	-0.5692731805231901
23	33	0.8673483923484113
23	34	1.041968725718732
23	35	1.2174592305842467
23	36	1.6628338097088076
22	1	0.9211642292892392
22	2	0.758467944092942
22	3	0.4887616087615996
22	4	0.891973720723712
22	5	0.9909464840714932
22	6	0.7769370675620522
22	7	0.8623102360602388
22	8	0.8127738927738903
22	9	0.628279290154282
22	10	0.9085934204684349
22	11	0.800970002220005
22	12	0.9746322658822777
22	13	1.213232045732056
22	14	0.873647995523001
22	15	0.8726744089244249
22	16	0.8061665649165661
22	17	0.4642475811225566
22	18	0.836119042994035
22	19	0.5073708929959011
22	20	0.4070241563991388
22	21	-1.7437614700114565
22	22	0.10799119861619744
22	23	-0.3207653920154101
22	24	-0.5975006012506157
22	25	0.38052218614717503
22	26	-2.2862974756724768
22	27	0.9304780867280797
22	28	0.7879739010989084
22	29	-0.060818903318917705
22	30	0.07866388241386346
22	31	-5.285353188478176
22	32	-4.702606513856523
22	33	-5.3326516076515915
22	34	-5.191364607614602
22	35	-4.682540769415752
22	36	-4.63716619029119
25	1	0.8378308959559035
25	2	0.8418012774262777
25	3	0.7387616087615996
25	4	0.8086403873903762
25	5	0.7826131507381575
25	6	0.19360373422871646
25	7	0.4039769027269031
25	8	0.47944055944055464
25	9	0.12827929015428197
25	10	0.07526008713509924
25	11	0.5926366688866693
25	12	0.516298932548942
25	13	1.0048987123987203
25	14	-0.08468533781033472
25	15	0.41434107559108924
25	16	-0.23550010175009817
25	17	0.0059142477892208944
25	18	0.16945237632737076
25	19	0.0490375596625654
25	20	-0.009642510267525495
25	21	-0.5354281366781208
25	22	-0.017008801383802563
25	23	-0.1957653920154101
25	24	-0.51416726791728
25	25	-0.5361444805194893
25	26	-0.36963080900581247
25	27	-0.9445219132719203
25	28	-0.2953594322344273
25	29	-0.3108189033189177
25	30	-0.17133611758613654
25	31	-0.5770198551448402
25	32	-0.24427318052318725
25	33	-0.08265160765159152
25	34	-0.7330312742812666
25	35	0.8174592305842481
25	36	-0.012166190291189594
24	1	0.6262924344174436
24	2	0.8610320466570442
24	3	-0.9343153143153202
24	4	0.5201788489288361
24	5	0.003766996892004215
24	6	0.48206527269025656
24	7	0.490515364265363
24	8	0.44097902097901454
24	9	0.5898177516927419
24	10	0.22910624098125254
24	11	0.12148282273282263
24	12	0.6028373940874019
24	13	0.7645140970141071
24	14	0.5787762006512054
24	15	0.6547256909757024
24	16	-0.24511548636548497
24	17	-0.09985498298001261
24	18	0.47714468401967736
24	19	0.3278837135087187
24	20	0.2403574897324745
24	21	0.8588026325526457
24	22	0.18491427553927764
24	23	0.6407730695230498
24	24	0.6204481166981068
24	25	-0.17075986513487607
24	26	0.9188307294557276
24	27	0.584324240574233
24	28	0.8392559523809595
24	29	0.7468734043733889
24	30	0.9632792670292503
24	31	0.62490322177824
24	32	0.39995758870757925
24	33	1.0519637769637953
24	34	1.2573533411033466
24	35	0.8174592305842481
24	36	0.7089876558626571
27	1	-0.9121691040440965
27	2	-1.5510558654308682
27	3	-1.3683812483812545
27	4	-0.8699310411810544
27	5	-0.056672563547557786
27	6	-0.9135391229141376
27	7	-1.328165954415951
27	8	-1.449130869130876
27	9	-0.871720709845718
27	10	-1.9961684842934702
27	11	-2.8895061882561848
27	12	-2.9301296388796274
27	13	-2.4058155733155644
27	14	-2.8882567663817653
27	15	-1.3178017815517649
27	16	-1.6462143874643829
27	17	-1.0833714664964944
27	18	-0.9019761951011986
27	19	-1.04024815462315
27	20	-1.4739282245532408
27	21	-0.9818567081066902
27	22	-1.6777230870980873
27	23	-2.106479677729695
27	24	-0.9784529822029953
27	25	-1.4290016233766352
27	26	-2.4767736661486666
27	27	-3.1409504847004897
27	28	-2.688216575091573
27	29	-1.9179617604617718
27	30	-2.4213361175861365
27	31	-0.8091627122876943
27	32	-1.5835588948089026
27	33	-1.404080179080161
27	34	-0.7151741314241207
27	35	-0.8253979122728978
27	36	-0.4228804760054743
26	1	0.8021166102416188
26	2	0.806086991711993
26	3	0.7030473230473149
26	4	0.6300689588189456
26	5	0.4433274364524422
26	6	0.9436037342287165
26	7	1.0289769027269031
26	8	0.9794405594405546
26	9	0.5568507187257126
26	10	1.0752600871350992
26	11	0.9676366688866693
26	12	0.9984417896917961
26	13	0.9513272838272897
26	14	1.0403146621896653
26	15	1.0393410755910892
26	16	1.1394998982499018
26	17	1.130914247789221
